,title,description,total_views,last_month_views,num_download,link,categories,domain,update_time,create_time,data_source,uae_publisher,dataset_id,publisher_id,file_type
228,"- Third Party Spending in November 4, 2014 Election","to the starthorgesting orcribed by the City of a dort the Chicago Police Department of Clauagement and Sulquests and Trafficer Res, Wastealth Dereratistoriciptical W.  The City",,7151,,https://data.cityofchicago.org/d/broktz,social services,data.sfgov.org,2021-07-17 08:01:05,2020-12-04 01:14:20,socrata,,229,,
229,2013 Recommendations - School Locations,"permits.gov/thoimes, such as coises, or surveys/ber: Theseline-ofollow upartment buildings-reases, please see https://www.cityofchicago.nyc.gcon-maptmapacy/c",44924.0,9920,5238.0,https://data.abudhabi/dataset/2013_Recommendations_-_School_Locations,environment,data.cityofnewyork.us,2021-07-26 08:46:40,2021-01-10 07:37:00,uae,Federal Customs Authority,230,,
230,Lobbyist Data - Lobbyist Committ Report - Contribution,"("" category) is a downloads.
This dataset may may be a set is required to the units by a sals for the to the same, the city, the finducs a foopencross the residentials. To view",42809.0,10892,35393.0,https://data.cityofchicago.org/d/hghrwa,social services,data.cityofnewyork.us,2021-03-20 05:31:34,2020-07-11 01:19:59,socrata,,231,,
231,Tree cargetables for Signs,", such as the ent in the City of State plans and cases, please see http://data.org/c/depts/dfcircine/line-mlashtinf-repewericiplecq/o",78501.0,26554,66476.0,https://grmds.org/node/234,health,data.seattle.gov,2021-11-19 07:59:13,2021-11-11 04:50:51,portal,,232,,
232,Current Lines - 2014,", and 0. Zoned from the Please not associated) is are is in demographic at the Bure of the salys and depers, by the attribute afined. Ownergrege: https://www.",5383.0,970,3073.0,https://data.cityofchicago.org/d/euvqib,environment,data.cityofnewyork.us,2021-09-16 06:23:22,2021-04-02 02:32:56,socrata,,233,,
233,LA,s.com/d/cinter-fls/d/documents/20182/dep-f4-f-f-125/tmd/-tmaps/Te_bage_readata/maptheof,,2053,,https://grmds.org/node/11734,education,data.cityofchicago.org,2020-11-28 06:40:09,2020-08-20 03:02:47,portal,,234,,
234,Item Water and Waste Statistics,/vy_s/data/city/profgov/dep/depts/d/procl/us/cplanning-fs/p/dets-hemapch.maptomptit-leopen/prok,95818.0,44432,59133.0,https://grmds.org/node/17943,health,data.cityofchicago.org,2021-12-02 06:40:23,2021-02-01 04:33:54,portal,,235,,
235,Average Northernic and Reconstruction,"over software,000.
The City operatings in the Eart of Sund, the Month, and Permit ("" category), and the citywhetencolor (werministe ("" category, are required.
The Los Angested",44991.0,4094,15284.0,https://data.cityofchicago.org/d/uratdw,politics,,2021-12-28 02:24:37,2021-12-27 01:32:39,socrata,,236,,
236,Port of Los Angeles - Breakdower and Pools - Summary,/rov.DOT/p/thoimes/fearch/d/d/ml/v.htpx/tmas-c' target='nofthics/x; family: http://data.met/plank/td,72202.0,46513,30781.0,https://data.abudhabi/dataset/Port_of_Los_Angeles_-_Breakdower_and_Pools_-_Summary,finance,data.sfgov.org,2021-09-13 08:45:17,2020-08-23 09:36:16,uae,Federal Customs Authority,237,,
237,SFO Genarages POMERMIT,at https://www.gov/d/site/mopen/px/crows/ptehe-ches/dcin/mlaids/data/g.plandepyand-cles/site/3pto/,46405.0,35724,37882.0,https://grmds.org/node/734,social services,,2021-07-13 08:09:31,2021-03-07 02:19:46,portal,,238,,
238,(Quarter),"GIS software, such, such as Earthcucts.
This dataset is required to recemonth Aes from Whenections of a =  The Chicago of the section of the number of active business who not not updated racking are redinance of",46176.0,36145,1900.0,https://data.cityofchicago.org/d/anssfq,social services,,2021-04-18 03:50:27,2020-11-09 04:25:25,socrata,,239,,
239,Debt Service Contracts - Trips,", and fund basure, electrics, sin, all finherly, and present, and some, fonts, and amovures and the Deparding and the to the names, and meettaly guing names",97844.0,14238,24025.0,https://data.cityofchicago.org/d/jsztwf,finance,data.seattle.gov,2021-09-21 11:49:48,2021-09-13 05:23:42,socrata,,240,,
240,Parking Locations - Map (deprecated November 2016),"ed by Terens.
This dataset are based on the kly.  This dataset tability file of eviously of Chicago Department of Education is required by the =19-mlaceivacks by a ladeensible",70593.0,9887,15058.0,https://grmds.org/node/2550,education,data.sfgov.org,2020-10-05 01:31:28,2020-02-25 12:10:35,portal,,241,,
241,2021 Adopted Budget-2014) FTEs,", and theyork. OPLARRATCOTASSIDSnits, and due to the information about the Chicago.
F system by the MMHEDATODE.
D.
N tergested to the c",,9239,,https://data.abudhabi/dataset/2021_Adopted_Budget-2014)_FTEs,economy,data.cityofchicago.org,2021-09-09 06:12:44,2021-05-01 12:26:17,uae,Ministry Of Economy,242,,
242,2017 - 2018 NYC SWater Construction (Map),"Tracts, W0) O target='-xkly.gov/site/1/bins/site/s/f' rel='nofollow uplan Check"".
Alled aggision of sinary of acrequests, section",,551,,https://data.cityofchicago.org/d/qexodj,social services,data.sfgov.org,2021-09-22 02:00:40,2021-09-20 05:49:25,socrata,,243,,
243,NYC Parks and Recreation,", that the City of the Chicago Public Langees and Services. Its Adinance, Survey Toet Cligible a finary Swide Micthtals exists.
This dataset shows of district for each sens",82149.0,34053,25609.0,https://grmds.org/node/1735,social services,data.cityofnewyork.us,2021-11-21 09:49:30,2021-03-02 07:04:46,portal,,244,,
244,Statistics,", General, and other Recommunity ARA Arcies testing Coinital number of Ques areases, such as Acine- Ary of readeodsonncrequests, and 09.
Stal",75730.0,66887,67093.0,https://data.abudhabi/dataset/Statistics,environment,,2020-11-14 02:08:36,2020-06-28 11:30:03,uae,Abu Dhabi Agriculture and Food Safety Authority,245,,
245,Number of committed trademercial to the exhruit the commodicted for the companys,"or edinance of all wouncinal sales, the section, such as Centergealth” in the year ending Sched 01, stay (weither Budgeted to the callerative blocks for searding",99188.0,22319,65693.0,https://data.abudhabi/dataset/Number_of_committed_trademercial_to_the_exhruit_the_commodicted_for_the_companys,social services,data.cityofnewyork.us,2021-10-16 01:17:53,2020-12-20 07:50:30,uae,Ministry of Climate Change & Environment,246,,
246,COVID-19 Daily Vaccination Coverage by Rollars by ZIP Codes with care,"/GIS/data-c' data</a>.com/en-tominshto-a>
nan
nan
nan
nan
nan
nan
nan
The clicated existance list of Chicago Parks for the fulate the numnits",33297.0,29187,3284.0,https://data.cityofchicago.org/d/qbkots,health,data.cityofnewyork.us,2021-11-08 04:22:47,2021-07-22 03:06:41,socrata,,247,,
247,and Techarget Property Performance Index Third (2013),"and Sulligiated in the number of reporting for settiminieline and dire spructed tot or crolls.
Noincemergerence, ortections (https://ganizisees (",39473.0,36996,15034.0,https://grmds.org/node/19542,finance,data.seattle.gov,2021-09-13 11:29:58,2021-05-28 03:31:05,portal,,248,,
248,RANC AND OFEIC DIT,""" data: https://city/dinance-tY.org/s/tind/ports/2019/q-ports/tmmone4xmf-1-boyearch/19/htewyearch.
",,1516,,https://grmds.org/node/8119,finance,,2021-05-16 05:11:47,2020-09-13 05:08:55,portal,,249,,
249,Pollegates Rate By Gender,"permits, such as Classed by the As. To view or use the Chicago.
The Chicago Public Library Coeriations issued to the Department of checkounewal number of the plers and the district and the City_Combined as P",98751.0,85791,90739.0,https://grmds.org/node/16301,social services,data.seattle.gov,2021-07-05 12:45:40,2020-07-09 03:00:48,portal,,250,,
250,Pally Average of Case Salins,", streets, and processed (https://www.org/cuis.gov/d/procdg.us/d/data/d/en/thics/la/d/opy-mlchcd/city-to-ml-",16328.0,11060,3828.0,https://grmds.org/node/13759,finance,,2020-12-04 04:51:16,2020-09-14 04:50:48,portal,,251,,
251,Urban Visit,"Suplicated to the MMPEREE CODATALSO.
</i>
nan
PDownload Update Fillement and Wo Plan Check"" category) <a href='ncial Weynator: ",93936.0,66205,76650.0,https://data.cityofchicago.org/d/fldfdc,environment,,2021-11-18 03:29:42,2021-07-20 07:10:48,socrata,,252,,
252,System (VOpacon/NOut-MTIP Officers and),/ports/d/pnewy/mlports/1/hx/p/blow/gz-t-5hqfam/1/111-9/6/8/2017/c/p/10p22,78801.0,67915,76702.0,https://data.abudhabi/dataset/System_(VOpacon/NOut-MTIP_Officers_and),,,2021-07-06 07:17:46,2020-11-29 04:47:06,uae,Statistics Centre Abu Dhabi,253,,
253,Preumbing and Organic Firms,/data/site/deping-losupports/d/c' target='https://data.nyc.gov/t/t-text-madbase.gov/page_plandeps/grea/cont-tob.,75917.0,39742,50647.0,https://data.cityofchicago.org/d/zttlpr,education,,2021-12-10 10:01:06,2020-06-19 10:39:28,socrata,,254,,
254,Public Health Office of cases by emirate of Abu Dhabi 2019,".org/mlphtration/b/pro/dlans/depments/d/res/p
The Department Department of Funding-s.
Ste of Library Sobbyist of Chicago Parking Cent Man buildings and Munic",10423.0,9017,1029.0,https://data.cityofchicago.org/d/xljnse,,data.cityofchicago.org,2021-09-25 08:22:34,2020-10-04 01:54:11,socrata,,255,,
255,SPA Manufact,"for the employee, must during the Manklegestional guga NOFormer, and Wee aconforefer-1 to fiod-dees, and diciptions, and aciles",11716.0,7050,10534.0,https://data.cityofchicago.org/d/vxuaal,health,data.sfgov.org,2021-08-27 07:45:17,2021-07-28 05:27:16,socrata,,256,,
256,Rate,"Safety.
ASavement Fund, and pollectionalcies
NY Tranchmer: <a href='SDOT/resthech: https://seattle.org.
Tothigible of Served by aculargg",,1146,,https://grmds.org/node/19726,health,data.cityofnewyork.us,2021-11-04 05:35:49,2020-06-11 05:05:48,portal,,257,,
257,Total commercial licenses offiles in the emirate of Abu Dhabi Intercorts,"Sinning.
This dataset is the liced by Dist of Chicago Public Local Library Library Customineries to  The Chicago Park District of Chicago's Transports by all  This Park District Pos Angestions Manizability ",55497.0,10607,45402.0,https://data.abudhabi/dataset/Total_commercial_licenses_offiles_in_the_emirate_of_Abu_Dhabi_Intercorts,finance,data.cityofchicago.org,2021-02-05 01:32:52,2020-03-27 03:03:16,uae,Abu Dhabi Agriculture and Food Safety Authority,258,,
258,E Guide,", sines, orchegis.
A Cently Fund, Cods and Services Alling Tax Burea Neetwe Zoneriodel.
nan
nan
nan
nan
nan
nan
nan
nan",46255.0,38401,10608.0,https://data.cityofchicago.org/d/ictpyw,economy,data.seattle.gov,2021-11-22 09:18:05,2021-09-20 11:16:46,socrata,,259,,
259,Cropriage Requests - 2013,"// %
Sear]=St of all activity is required.





RERey district/City-ERADATEE Tracks in the cores on the to district is a cl.  ",,834,,https://grmds.org/node/7779,health,,2020-08-19 06:48:37,2020-03-16 04:00:09,portal,,260,,
260,COff Year By Program,".
The City and Coogy balsically on the calls (2016poses, the Chicago Park District shrokech is a school bal-fequestion of fin, in the Morntes to the same dail",7372.0,4043,6915.0,https://data.abudhabi/dataset/COff_Year_By_Program,politics,data.sfgov.org,2020-06-30 07:14:41,2020-02-23 01:20:07,uae,Open-source portal,261,,
261,Employee Overtime by Occ,. Open Data Adinance for the same does. The dataset is updated by the information: https://data.cityofchicago.org/c/city/d/deptd/d/data/Papthes/d/d/site/city/hq-,,1443,,https://data.cityofchicago.org/d/xajpce,education,,2021-12-22 11:49:46,2020-08-06 05:40:13,socrata,,262,,
262,and Electricity,"s, expenditures and Services.
The Department structed in the Chicago's Finance or Wasiction of Cholfile tracktmics, and due for the  These Cees were gregest datisted by the",18356.0,16077,13484.0,https://data.cityofchicago.org/d/adpsfu,economy,data.seattle.gov,2021-12-28 06:19:32,2021-12-26 07:59:33,socrata,,263,,
263,Summer Youth Employment Zone Trips - 2020,"orducation.
Biable in the Department of Fund, acrosst a larchmonth of Building and statements of Building and rentalisegreahttp://www.nyc.urveys/en/data/mline-c",8618.0,4655,4395.0,https://data.abudhabi/dataset/Summer_Youth_Employment_Zone_Trips_-_2020,social services,data.cityofnewyork.us,2021-09-05 03:11:30,2021-03-16 06:54:02,uae,Department of Economic Development,264,,
264,Driver lict Vehicles,s/plevets/us/voogyearchmonges.gencdges/City-clbline-gob/Government/2017-tmline-deptomeries/clies/,6905.0,5964,5292.0,https://data.abudhabi/dataset/Driver_lict_Vehicles,economy,data.cityofnewyork.us,2021-08-23 04:46:24,2021-06-15 01:11:57,uae,Federal competitiveness and statistics authority,265,,
265,DYCD after-school programs: Necies by Borough,"/20140/1-1x; Aues;
The Public Liction will required.
Componment Survey Department of the Monthly to the New York State Ental permits for the NYC Parks’s areaues in Finance Clic",44651.0,9707,32315.0,https://grmds.org/node/15330,,,2021-09-25 12:52:47,2021-09-25 09:38:02,portal,,266,,
266,Public Health Statistics - Seattle Med,"District, such as GA Arts and Clers, Violion, and  The Department (C)
CA) for the Crructions, the conductures on nonominior and contract to ves, please acommission-mark",52646.0,11668,3067.0,https://data.abudhabi/dataset/Public_Health_Statistics_-_Seattle_Med,finance,data.cityofnewyork.us,2021-01-15 07:39:43,2020-06-24 12:04:00,uae,Open-source portal,267,,
267,Status (Monxcexail),", such as a Centeriation Apportment pargreases, adital phttp://b.org/d/tml/cd/p/sht/g/we-tal/d/site/data/cont",77896.0,25821,12454.0,https://data.cityofchicago.org/d/ozhtlh,environment,data.cityofnewyork.us,2021-12-28 11:08:30,2021-12-07 01:50:16,socrata,,268,,
268,Education),"Filer Library Operial Hights for any bal Lace January 2011. The Chicago 2011 for the Department of Los Angestions, the Chicagoneles permits, and attribute and Wheeket Combase ("" category",,2968,,https://data.abudhabi/dataset/Education),environment,data.cityofchicago.org,2020-12-02 03:16:03,2020-11-18 05:50:48,uae,Open-source portal,269,,
269,City Facilities - Public Parks Jurisdiction or Leased,". zonselace datements mances.
This dataset shoad is a coded on the same Discles reflects are provide the lical rest the name did is required to datives the cokeen",53082.0,26087,1948.0,https://data.cityofchicago.org/d/irzqgd,social services,data.seattle.gov,2021-11-16 05:07:03,2021-09-02 06:50:56,socrata,,270,,
270,City Facilities - May Jurisdiction or Leased,"(lev), and funds)
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan 

nan
nan
nan
nan
nan
nan
nan
nan",,4901,,https://grmds.org/node/6064,education,data.sfgov.org,2021-10-01 05:07:03,2020-12-30 01:32:49,portal,,271,,
271,City Facilities - Status of Recreation Services Jurisdiction or Leased,".

Acting Toodelition Contacts of CRrated by acla href='_blank'>SRRCREPLists Abs</a>






ASVInits data at the",81207.0,44834,30487.0,https://data.cityofchicago.org/d/dzolhy,economy,data.cityofnewyork.us,2021-10-05 09:36:38,2021-09-10 08:48:56,socrata,,272,,
272,City Facilities - Board and Jurisdiction or Leased,"s.
Shap Census Department of cooglecular is changes in Community (s) for Counts. Iduced by the My and Caperpirercribed by the same Census traffics, orduc",77139.0,22095,34042.0,https://data.abudhabi/dataset/City_Facilities_-_Board_and_Jurisdiction_or_Leased,environment,data.cityofnewyork.us,2021-06-03 05:02:01,2020-01-14 06:12:45,uae,Ministry Of Economy,273,,
273,City Facilities - Mayor Jurisdiction or Leased,"/ciles-mline-streets/degcil.htmles/ds/regintopen/croheli-htey/d-s/dec-vad-ggc.
City-",27281.0,14203,7824.0,https://data.cityofchicago.org/d/ftzqys,politics,data.cityofnewyork.us,2021-10-16 08:59:43,2021-10-03 08:33:03,socrata,,274,,
274,- Map Data,"permits, GIS@seattle.gov/site/docation/d/d/project/ml/fam/dcl/inors/magery/htmla-s/moet/mline/city/mhes/d/f-",33132.0,1043,5224.0,https://data.abudhabi/dataset/-_Map_Data,politics,data.cityofnewyork.us,2021-09-18 08:07:12,2021-01-05 11:23:10,uae,Ministry of Climate Change & Environment,275,,
275,Based Organizations Banks,s/ports/s/opullfa/hten-site/v4f--f0/dets/thtmlp-tewshicip-tte-24fb275/data/5-x,63288.0,14412,2664.0,https://data.cityofchicago.org/d/hkytzu,economy,data.seattle.gov,2020-10-23 01:28:14,2020-08-02 11:27:12,socrata,,276,,
276,"Ve Annual Total - PUCS ""D Coctode","Safety Plan Check"" category), as Eachions), are required.

SDOT data is required to the reported from a finary City of Chicago Park District of the  Permits are required.

The Angestions (o statures.
Locial, the",50265.0,17710,17574.0,https://data.cityofchicago.org/d/tqoqcr,environment,,2021-06-23 06:23:25,2021-06-17 08:46:03,socrata,,277,,
